Customer ID,Recency,Frequency,MonetaryValue,Cluster,Segment
1658,354,2,1115.0,3,D
1661,759,1,930.0,1,B
1662,239,2,715.0,3,D
1665,225,1,130.0,2,C
1669,869,1,450.0,5,F
1670,434,1,350.0,2,C
1671,460,1,100.0,5,F
1672,260,2,315.0,0,A
1675,258,1,50.0,2,C
1683,551,1,690.0,4,E
1684,606,1,280.0,5,F
1685,514,1,630.0,4,E
1686,546,2,830.0,3,D
1687,525,1,1018.0,4,E
1688,870,1,500.0,5,F
1689,1029,1,290.0,5,F
1701,214,1,375.0,2,C
1702,374,1,450.0,2,C
1704,148,3,593.3333333333334,3,D
1707,444,1,180.0,2,C
1708,455,2,630.0,0,A
1709,938,1,890.0,1,B
1711,609,1,1340.0,1,B
1712,752,1,300.0,5,F
1714,718,1,180.0,5,F
1716,729,1,300.0,5,F
1717,427,1,600.0,4,E
1718,580,1,266.0,5,F
1721,233,2,1260.0,3,D
1723,368,1,420.0,2,C
1725,228,1,1040.0,4,E
1727,480,1,1230.0,4,E
1728,314,1,500.0,2,C
1730,379,1,560.0,4,E
1734,376,1,280.0,2,C
1736,375,1,248.0,2,C
1737,1094,1,310.0,5,F
1738,236,1,1050.0,4,E
1739,133,2,935.0,3,D
1740,834,1,1082.0,1,B
1744,550,1,840.0,4,E
1745,867,1,786.0,1,B
1747,258,3,830.0,3,D
1749,363,2,745.0,3,D
1750,203,2,530.0,3,D
1751,264,1,280.0,2,C
1752,405,1,150.0,2,C
1753,395,2,1015.0,3,D
1756,784,1,240.0,5,F
1757,490,1,500.0,5,F
1758,373,1,1300.0,4,E
1760,370,1,500.0,2,C
1761,357,2,1240.0,3,D
1762,414,1,340.0,2,C
1763,548,1,510.0,5,F
1765,162,1,1200.0,4,E
1766,527,2,595.0,0,A
1768,749,1,130.0,5,F
1769,424,1,565.0,4,E
1771,642,1,430.0,5,F
1773,511,1,660.0,4,E
1775,934,1,1250.0,1,B
1776,287,3,586.6666666666666,3,D
1778,692,1,260.0,5,F
1779,707,1,880.0,1,B
1780,251,2,1265.0,3,D
1782,864,1,450.0,5,F
1783,200,1,150.0,2,C
1785,114,2,720.0,3,D
1787,112,2,555.0,3,D
1788,1015,1,510.0,5,F
1790,143,2,725.0,3,D
1792,931,1,500.0,5,F
1793,141,2,835.0,3,D
1795,159,2,423.0,0,A
1802,920,2,545.0,0,A
1804,742,1,580.0,5,F
1807,103,2,643.0,3,D
1810,226,1,210.0,2,C
1812,195,1,1500.0,4,E
1814,109,1,130.0,2,C
1815,112,2,980.0,3,D
1817,170,2,940.0,3,D
1822,251,1,130.0,2,C
1823,285,2,197.5,0,A
1824,101,3,603.3333333333334,3,D
1825,384,1,200.0,2,C
1826,258,1,200.0,2,C
1827,577,1,580.0,5,F
1831,534,2,660.0,0,A
1832,152,1,1010.0,4,E
1833,137,5,358.0,3,D
1835,542,1,60.0,5,F
1837,280,1,770.0,4,E
1838,684,2,575.0,0,A
1839,669,2,465.0,0,A
1843,857,1,790.0,1,B
1844,164,2,1150.0,3,D
1846,817,1,260.0,5,F
1847,1011,1,450.0,5,F
1848,372,3,953.3333333333334,3,D
1849,425,1,880.0,4,E
1852,347,1,330.0,2,C
1853,697,1,680.0,1,B
1854,896,1,160.0,5,F
1855,484,2,730.0,3,D
1856,667,1,1300.0,1,B
1857,144,1,390.0,2,C
1858,929,1,550.0,5,F
1860,283,5,567.2,3,D
1861,197,2,275.0,0,A
1862,577,1,280.0,5,F
1863,347,3,330.0,0,A
1864,122,3,700.0,3,D
1865,312,1,370.0,2,C
1870,844,1,400.0,5,F
1871,843,1,730.0,1,B
1872,781,1,745.0,1,B
1873,370,1,824.0,4,E
1874,459,1,400.0,5,F
1875,810,1,130.0,5,F
1876,494,1,880.0,4,E
1880,718,1,80.0,5,F
1882,750,1,720.0,1,B
1883,375,2,690.0,3,D
1886,813,1,1260.0,1,B
1887,177,1,225.0,2,C
1890,980,1,150.0,5,F
1891,315,2,570.0,0,A
1892,216,1,320.0,2,C
1894,701,1,530.0,5,F
1895,419,1,450.0,2,C
1897,1011,1,750.0,1,B
1899,551,1,740.0,4,E
1900,191,1,680.0,4,E
1901,543,3,804.0,3,D
1902,478,2,212.5,0,A
1903,343,1,840.0,4,E
1906,185,1,920.0,4,E
1907,666,1,640.0,1,B
1908,142,2,790.0,3,D
1910,1005,1,400.0,5,F
1911,174,3,653.3333333333334,3,D
1912,637,1,1100.0,1,B
1914,271,1,500.0,2,C
1915,324,1,1190.0,4,E
1916,225,1,690.0,4,E
1917,308,2,325.0,0,A
1918,1005,1,830.0,1,B
1919,435,1,200.0,2,C
1920,168,3,686.6666666666666,3,D
1921,427,1,680.0,4,E
1922,219,1,330.0,2,C
1923,332,1,930.0,4,E
1924,532,1,735.0,4,E
1926,137,1,650.0,4,E
1927,716,1,310.0,5,F
1930,309,1,675.0,4,E
1931,497,1,64.0,5,F
1932,222,4,265.0,0,A
1933,1003,1,450.0,5,F
1934,315,2,235.0,0,A
1935,255,2,510.0,0,A
1936,584,1,300.0,5,F
1937,660,2,745.0,0,A
1940,343,1,820.0,4,E
1944,810,1,860.0,1,B
1946,195,1,330.0,2,C
1949,205,1,450.0,2,C
1950,842,1,240.0,5,F
1951,625,1,240.0,5,F
1952,123,2,335.0,0,A
1954,662,1,400.0,5,F
1956,147,1,280.0,2,C
1958,748,1,850.0,1,B
1961,142,1,980.0,4,E
1962,163,1,1259.0,4,E
1967,500,1,830.0,4,E
1970,408,1,100.0,2,C
1971,609,1,770.0,1,B
1972,148,1,430.0,2,C
1973,806,1,400.0,5,F
1975,376,1,1100.0,4,E
1977,956,1,230.0,5,F
1978,202,1,480.0,2,C
1979,186,1,714.0,4,E
1980,526,1,120.0,5,F
1983,494,1,620.0,4,E
1985,224,1,820.0,4,E
1986,146,2,430.0,0,A
1987,1070,1,1500.0,1,B
1988,721,1,50.0,5,F
1989,98,1,670.0,4,E
1990,129,1,940.0,4,E
1992,1067,1,430.0,5,F
2000,171,1,340.0,2,C
2002,557,1,662.0,4,E
2003,671,1,1005.0,1,B
2009,434,1,550.0,4,E
2013,148,3,423.3333333333333,3,D
2015,290,2,450.0,0,A
2016,251,2,1075.0,3,D
2017,249,1,40.0,2,C
2020,520,1,400.0,5,F
2021,114,3,696.6666666666666,3,D
2023,112,1,160.0,2,C
2025,287,1,870.0,4,E
2026,404,2,877.0,3,D
2027,1016,1,940.0,1,B
2028,722,1,760.0,1,B
2029,425,1,400.0,2,C
2030,483,1,590.0,4,E
2031,108,2,370.0,0,A
2033,259,1,370.0,2,C
2034,105,1,550.0,2,C
2035,180,1,680.0,4,E
2037,171,3,796.6666666666666,3,D
2038,426,2,237.5,0,A
2039,546,2,290.0,0,A
2041,318,1,696.0,4,E
2043,453,1,815.0,4,E
2044,271,1,650.0,4,E
2045,508,2,621.0,0,A
2049,814,1,700.0,1,B
2050,417,1,880.0,4,E
2056,226,1,885.0,4,E
2057,338,1,420.0,2,C
2058,127,1,150.0,2,C
2060,136,1,230.0,2,C
2062,924,1,120.0,5,F
2063,205,1,1100.0,4,E
2067,663,1,200.0,5,F
2068,193,1,350.0,2,C
2071,104,3,843.3333333333334,3,D
2074,443,1,1010.0,4,E
2075,393,1,400.0,2,C
2076,281,2,835.0,3,D
2078,163,2,365.0,0,A
2080,500,1,250.0,5,F
2081,174,1,180.0,2,C
2082,496,1,680.0,4,E
2083,332,1,1080.0,4,E
2091,204,3,603.3333333333334,3,D
2093,629,2,555.0,0,A
2094,196,1,460.0,2,C
2095,310,3,526.6666666666666,3,D
2097,272,1,590.0,4,E
2099,312,2,445.0,0,A
2100,874,1,530.0,5,F
2102,628,1,130.0,5,F
2106,630,2,220.0,0,A
2112,285,3,360.0,0,A
2113,390,2,809.0,3,D
2116,250,1,940.0,4,E
2119,148,2,965.0,3,D
2121,256,2,665.0,3,D
2122,576,1,325.0,5,F
2125,223,2,935.0,3,D
2127,251,1,500.0,2,C
2128,218,1,550.0,2,C
2129,193,1,1230.0,4,E
2130,512,1,700.0,4,E
2131,351,1,1020.0,4,E
2133,93,1,502.0,2,C
2134,105,3,743.3333333333334,3,D
2136,313,2,434.0,0,A
2137,232,2,720.0,3,D
2139,630,1,50.0,5,F
2141,216,2,585.0,3,D
2142,233,1,570.0,2,C
2143,441,2,240.0,0,A
2144,130,1,460.0,2,C
2146,285,1,200.0,2,C
2147,424,2,565.0,0,A
2148,484,1,815.0,4,E
2149,781,1,200.0,5,F
2150,286,2,570.0,3,D
2152,175,3,673.3333333333334,3,D
2153,312,1,650.0,4,E
2154,406,1,900.0,4,E
2155,174,1,1200.0,4,E
2156,223,2,830.0,3,D
2157,300,3,543.3333333333334,3,D
2159,635,2,645.0,0,A
2160,747,1,180.0,5,F
2164,100,4,726.25,3,D
2169,217,2,655.0,3,D
2171,389,1,250.0,2,C
2172,375,1,498.0,2,C
2173,372,1,500.0,2,C
2174,410,1,860.0,4,E
2175,572,1,900.0,1,B
2177,573,1,200.0,5,F
2179,102,1,1340.0,4,E
2181,335,1,290.0,2,C
2182,519,1,130.0,5,F
2183,225,1,850.0,4,E
2184,902,1,880.0,1,B
2185,1036,1,130.0,5,F
2187,229,2,440.0,0,A
2188,168,2,597.0,3,D
2189,696,1,200.0,5,F
2192,197,2,670.0,3,D
2194,255,1,300.0,2,C
2195,283,1,200.0,2,C
2198,436,2,755.0,3,D
2199,901,1,574.0,5,F
2200,796,1,150.0,5,F
2201,604,1,1120.0,1,B
2203,658,1,240.0,5,F
2206,956,1,200.0,5,F
2208,459,1,320.0,5,F
2209,869,2,707.5,1,B
2210,329,3,926.6666666666666,3,D
2211,405,4,615.0,3,D
2213,132,1,800.0,4,E
2215,104,1,100.0,2,C
2217,312,1,1530.0,4,E
2218,818,1,550.0,5,F
2220,331,3,806.0,3,D
2223,546,1,340.0,5,F
2224,92,2,1080.0,3,D
2225,1059,1,130.0,5,F
2227,694,1,280.0,5,F
2228,650,2,1010.0,3,D
2229,689,1,384.0,5,F
2233,246,2,490.0,0,A
2234,322,1,560.0,4,E
2236,408,2,780.0,3,D
2237,204,2,410.0,0,A
2239,781,1,15.0,5,F
2240,547,1,400.0,5,F
2241,310,1,580.0,4,E
2242,252,1,10.0,2,C
2243,295,2,1000.0,3,D
2244,980,1,740.0,1,B
2246,116,1,980.0,4,E
2249,604,1,130.0,5,F
2250,277,1,1100.0,4,E
2251,402,2,295.0,0,A
2254,142,1,930.0,4,E
2255,189,1,300.0,2,C
2256,1043,2,450.0,5,F
2257,33,2,655.0,3,D
2258,138,1,360.0,2,C
2263,642,1,900.0,1,B
2265,222,1,300.0,2,C
2267,876,1,800.0,1,B
2268,409,2,260.0,0,A
2269,444,2,514.0,0,A
2270,146,3,220.0,0,A
2276,603,1,900.0,1,B
2277,958,1,940.0,1,B
2278,571,1,360.0,5,F
2281,638,1,130.0,5,F
2283,805,1,100.0,5,F
2284,564,1,160.0,5,F
2285,1012,1,150.0,5,F
2289,778,1,880.0,1,B
2291,139,1,1100.0,4,E
2292,263,2,731.0,3,D
2293,838,1,400.0,5,F
2295,961,1,1180.0,1,B
2296,691,1,420.0,5,F
2299,221,2,520.0,3,D
2300,839,1,205.0,5,F
2301,291,1,400.0,2,C
2303,239,1,760.0,4,E
2304,103,1,1510.0,4,E
2306,143,1,770.0,4,E
2309,489,2,475.0,0,A
2310,108,2,800.0,3,D
2311,1068,1,650.0,1,B
2316,489,2,615.0,0,A
2318,898,1,280.0,5,F
2320,462,2,490.0,0,A
2323,226,1,1020.0,4,E
2325,994,1,500.0,5,F
2329,429,2,549.0,0,A
2331,1049,1,1500.0,1,B
2332,327,1,200.0,2,C
2335,201,4,352.5,3,D
2336,308,3,456.6666666666667,0,A
2341,1026,1,850.0,1,B
2343,314,1,320.0,2,C
2344,208,1,500.0,2,C
2347,337,1,300.0,2,C
2350,980,1,300.0,5,F
2351,611,1,150.0,5,F
2352,693,1,350.0,5,F
2356,109,2,1129.0,3,D
2357,192,1,1280.0,4,E
2358,1010,2,715.0,1,B
2362,226,1,1030.0,4,E
2364,810,2,895.0,1,B
2365,560,1,540.0,5,F
2366,787,1,480.0,5,F
2367,431,1,280.0,2,C
2368,523,1,440.0,5,F
2369,784,1,960.0,1,B
2370,428,1,1110.0,4,E
2371,258,1,300.0,2,C
2372,672,2,625.0,0,A
2373,387,1,60.0,2,C
2375,143,1,880.0,4,E
2376,191,1,630.0,4,E
2377,373,2,610.0,0,A
2378,932,1,300.0,5,F
2380,351,1,420.0,2,C
2381,471,1,690.0,4,E
2383,305,2,450.0,0,A
2384,220,3,686.6666666666666,3,D
2385,220,1,400.0,2,C
2386,541,3,566.6666666666666,0,A
2389,338,3,759.3333333333334,3,D
2390,291,1,150.0,2,C
2391,642,1,700.0,1,B
2392,401,1,250.0,2,C
2394,810,1,60.0,5,F
2395,285,2,350.0,0,A
2396,488,1,400.0,5,F
2400,336,1,240.0,2,C
2402,813,2,545.0,0,A
2403,823,2,225.0,0,A
2404,521,3,733.3333333333334,3,D
2405,558,1,60.0,5,F
2406,905,1,570.0,5,F
2407,316,1,1044.0,4,E
2411,260,1,800.0,4,E
2414,518,1,244.0,5,F
2415,251,1,1040.0,4,E
2417,100,2,820.0,3,D
2418,164,2,755.0,3,D
2419,250,3,700.0,3,D
2420,260,1,410.0,2,C
2422,295,1,370.0,2,C
2424,583,1,500.0,5,F
2425,688,1,200.0,5,F
2429,434,2,460.0,0,A
2430,424,1,1300.0,4,E
2432,452,1,1000.0,4,E
2433,747,2,325.0,0,A
2435,1053,1,455.0,5,F
2436,175,1,720.0,4,E
2437,663,1,420.0,5,F
2438,780,1,930.0,1,B
2441,809,1,100.0,5,F
2442,192,1,100.0,2,C
2446,314,1,1030.0,4,E
2447,162,3,926.6666666666666,3,D
2448,348,1,945.0,4,E
2451,375,2,943.0,3,D
2452,518,1,200.0,5,F
2453,430,1,1000.0,4,E
2454,488,1,1230.0,4,E
2458,167,2,545.0,3,D
2459,161,1,550.0,2,C
2461,440,1,490.0,5,F
2463,927,1,100.0,5,F
2464,110,2,365.0,0,A
2468,504,1,570.0,5,F
2469,265,2,742.5,3,D
2470,784,1,470.0,5,F
2472,182,2,475.0,0,A
2473,601,1,530.0,5,F
2475,553,2,485.5,0,A
2477,309,2,272.5,0,A
2481,665,1,800.0,1,B
2482,339,2,635.0,3,D
2483,405,1,1090.0,4,E
2485,842,1,200.0,5,F
2487,1012,1,120.0,5,F
2488,236,2,690.0,3,D
2490,500,1,1080.0,4,E
2495,65,2,792.5,3,D
2496,464,1,1040.0,4,E
2498,804,1,260.0,5,F
2501,364,1,1170.0,4,E
2502,902,1,490.0,5,F
2504,483,1,950.0,4,E
2505,1094,1,780.0,1,B
2507,446,2,155.0,0,A
2508,546,1,1120.0,4,E
2509,522,1,270.0,5,F
2511,351,3,453.3333333333333,0,A
2514,447,1,1000.0,4,E
2518,583,1,720.0,1,B
2519,341,1,1140.0,4,E
2520,89,1,225.0,2,C
2521,337,1,1100.0,4,E
2522,687,1,180.0,5,F
2525,324,1,730.0,4,E
2528,397,1,230.0,2,C
2530,180,1,1000.0,4,E
2531,508,1,1010.0,4,E
2532,1026,1,150.0,5,F
2533,340,1,1350.0,4,E
2534,199,1,480.0,2,C
2537,166,2,615.0,3,D
2540,190,2,550.0,3,D
2542,135,1,320.0,2,C
2546,112,3,493.3333333333333,3,D
2547,179,1,370.0,2,C
2548,154,3,453.3333333333333,3,D
2549,239,2,740.0,3,D
2550,934,1,300.0,5,F
2551,425,1,840.0,4,E
2559,287,1,100.0,2,C
2560,342,1,200.0,2,C
2562,142,1,720.0,4,E
2563,634,1,830.0,1,B
2564,287,1,690.0,4,E
2568,342,1,926.0,4,E
2571,730,1,600.0,5,F
2572,141,1,120.0,2,C
2574,171,1,950.0,4,E
2575,170,2,391.5,0,A
2576,343,1,570.0,4,E
2578,167,1,1250.0,4,E
2580,608,1,990.0,1,B
2581,120,3,750.0,3,D
2582,103,2,650.0,3,D
2584,141,3,786.6666666666666,3,D
2585,298,1,1030.0,4,E
2588,640,2,295.0,0,A
2589,393,1,665.0,4,E
2590,103,3,636.6666666666666,3,D
2592,751,2,375.0,0,A
2595,589,2,1160.0,3,D
2596,521,1,450.0,5,F
2599,220,1,500.0,2,C
2600,229,2,783.0,3,D
2604,259,1,100.0,2,C
2605,342,1,1360.0,4,E
2607,480,2,483.0,0,A
2608,443,1,838.0,4,E
2609,201,3,690.0,3,D
2610,380,4,642.5,3,D
2611,308,1,200.0,2,C
2613,588,1,410.0,5,F
2615,104,3,316.0,0,A
2617,176,1,160.0,2,C
2618,102,3,753.3333333333334,3,D
2619,638,1,200.0,5,F
2624,135,1,250.0,2,C
2625,212,2,745.0,3,D
2626,276,2,940.0,3,D
2629,485,1,240.0,5,F
2630,224,2,395.0,0,A
2632,780,1,400.0,5,F
2633,156,2,1140.0,3,D
2634,254,1,230.0,2,C
2635,220,1,1165.0,4,E
2636,107,3,640.0,3,D
2642,346,1,750.0,4,E
2645,346,1,40.0,2,C
2646,366,2,533.0,0,A
2648,804,1,700.0,1,B
2650,192,1,180.0,2,C
2651,317,2,590.0,0,A
2652,193,2,1030.0,3,D
2653,547,1,1110.0,4,E
2654,127,2,995.0,3,D
2656,608,1,240.0,5,F
2657,211,2,630.0,3,D
2662,922,1,60.0,5,F
2663,162,1,670.0,4,E
2664,152,1,950.0,4,E
2666,647,1,200.0,5,F
2669,121,1,1230.0,4,E
2673,726,2,457.5,0,A
2675,310,1,620.0,4,E
2676,427,2,235.0,0,A
2678,522,2,610.0,0,A
2679,202,1,1090.0,4,E
2680,347,2,675.0,3,D
2681,712,1,560.0,5,F
2683,312,2,670.0,3,D
2684,405,2,710.0,3,D
2685,783,1,200.0,5,F
2687,133,4,761.25,3,D
2688,448,3,543.3333333333334,0,A
2689,991,1,195.0,5,F
2690,407,1,50.0,2,C
2691,268,2,583.0,3,D
2692,143,3,226.66666666666666,0,A
2693,478,2,530.0,0,A
2700,314,1,1000.0,4,E
2701,137,1,60.0,2,C
2703,808,2,705.0,0,A
2704,308,2,180.0,0,A
2705,175,1,200.0,2,C
2706,198,1,820.0,4,E
2711,859,1,373.0,5,F
2713,117,1,740.0,4,E
2715,795,1,420.0,5,F
2717,645,1,630.0,1,B
2718,212,2,378.0,0,A
2721,283,1,830.0,4,E
2722,202,2,345.0,0,A
2723,92,1,980.0,4,E
2727,371,1,1040.0,4,E
2728,497,1,1180.0,4,E
2731,931,1,200.0,5,F
2732,125,1,430.0,2,C
2733,161,1,480.0,2,C
2736,251,1,700.0,4,E
2737,1078,1,550.0,5,F
2738,629,2,560.0,0,A
2740,538,1,1630.0,4,E
2741,202,1,584.0,2,C
2742,869,1,375.0,5,F
2744,897,1,50.0,5,F
2747,251,1,500.0,2,C
2748,379,2,495.0,0,A
2750,405,4,543.75,3,D
2751,230,1,1030.0,4,E
2752,276,3,781.3333333333334,3,D
2754,691,2,600.0,0,A
2755,400,1,950.0,4,E
2756,469,1,435.0,5,F
2758,509,2,355.0,0,A
2759,514,1,1300.0,4,E
2760,835,1,100.0,5,F
2762,341,1,460.0,2,C
2764,1035,2,475.0,5,F
2765,1093,1,240.0,5,F
2766,489,1,72.0,5,F
2767,155,1,470.0,2,C
2769,930,1,425.0,5,F
2770,311,2,557.5,0,A
2773,146,2,650.0,3,D
2775,973,1,148.0,5,F
2776,304,3,203.33333333333334,0,A
2777,868,1,1250.0,1,B
2778,997,1,840.0,1,B
2780,195,3,673.3333333333334,3,D
2781,113,1,130.0,2,C
2782,806,1,205.0,5,F
2783,608,2,295.0,0,A
2784,113,1,330.0,2,C
2785,283,2,270.0,0,A
2787,344,1,330.0,2,C
2790,137,4,480.0,3,D
2791,350,1,200.0,2,C
2793,201,1,930.0,4,E
2796,221,3,553.3333333333334,3,D
2798,1067,1,470.0,5,F
2801,779,1,700.0,1,B
2802,366,1,150.0,2,C
2803,187,2,365.0,0,A
2805,207,3,643.3333333333334,3,D
2807,487,1,238.0,5,F
2809,991,1,450.0,5,F
2811,157,3,741.6666666666666,3,D
2812,241,2,370.0,0,A
2813,897,1,750.0,1,B
2815,273,1,400.0,2,C
2816,777,1,130.0,5,F
2823,109,1,500.0,2,C
2825,569,1,800.0,1,B
2827,297,1,268.0,2,C
2828,173,1,390.0,2,C
2829,81,1,1060.0,4,E
2831,202,1,900.0,4,E
2833,161,3,503.3333333333333,3,D
2834,175,1,840.0,4,E
2835,611,2,710.0,0,A
2836,181,1,1130.0,4,E
2837,54,3,451.6666666666667,3,D
2842,493,1,520.0,5,F
2844,155,2,890.0,3,D
2845,113,3,770.0,3,D
2848,255,5,674.4,3,D
2851,222,3,650.0,3,D
2852,179,1,690.0,4,E
2853,431,1,315.0,2,C
2856,170,1,550.0,2,C
2858,107,1,1030.0,4,E
2870,779,1,320.0,5,F
2873,1087,1,310.0,5,F
2874,111,2,485.0,3,D
2875,548,1,200.0,5,F
2878,774,1,430.0,5,F
2880,222,2,525.0,3,D
2882,671,2,190.0,0,A
2884,513,1,746.0,4,E
2885,581,2,575.0,0,A
2889,281,1,200.0,2,C
2890,614,1,406.0,5,F
2891,142,3,310.6666666666667,0,A
2892,829,1,300.0,5,F
2893,281,1,300.0,2,C
2896,133,2,455.0,3,D
2900,117,1,810.0,4,E
2902,258,1,30.0,2,C
2903,926,3,420.0,0,A
2904,463,2,425.0,0,A
2906,366,1,730.0,4,E
2907,260,3,376.6666666666667,0,A
2909,727,2,950.0,1,B
2910,262,2,325.0,0,A
2911,514,1,60.0,5,F
2912,546,1,750.0,4,E
2913,156,1,700.0,4,E
2914,804,1,970.0,1,B
2917,310,1,890.0,4,E
2918,698,1,200.0,5,F
2919,133,1,750.0,4,E
2920,468,2,455.0,0,A
2921,521,1,950.0,4,E
2922,494,4,908.75,3,D
2924,229,1,750.0,4,E
2927,236,1,850.0,4,E
2929,339,1,1300.0,4,E
2930,332,1,550.0,2,C
2933,162,1,790.0,4,E
2934,221,1,860.0,4,E
2935,409,1,780.0,4,E
2942,996,1,550.0,5,F
2944,513,1,300.0,5,F
2945,986,1,260.0,5,F
2947,722,1,160.0,5,F
2948,404,1,600.0,4,E
2950,629,1,370.0,5,F
2953,1023,1,850.0,1,B
2956,293,1,280.0,2,C
2959,445,1,190.0,2,C
2960,755,1,180.0,5,F
2961,163,3,500.0,3,D
2963,434,1,500.0,2,C
2964,727,1,530.0,5,F
2965,817,1,490.0,5,F
2969,142,1,835.0,4,E
2970,237,2,367.5,0,A
2974,106,3,163.33333333333334,0,A
2975,487,1,1230.0,4,E
2979,680,3,653.3333333333334,0,A
2980,875,1,610.0,1,B
2983,40,2,555.0,3,D
2984,405,2,363.0,0,A
2985,410,2,530.0,0,A
2993,667,2,905.0,3,D
2994,700,1,1280.0,1,B
2997,598,2,407.5,0,A
3000,478,1,1150.0,4,E
3001,256,1,460.0,2,C
3004,760,1,130.0,5,F
3005,309,2,800.0,3,D
3006,267,2,465.0,0,A
3007,688,1,180.0,5,F
3008,387,1,1050.0,4,E
3010,622,1,420.0,5,F
3011,229,1,700.0,4,E
3012,959,1,250.0,5,F
3013,487,1,450.0,5,F
3015,397,1,330.0,2,C
3016,374,2,615.0,0,A
3017,584,2,580.0,0,A
3019,867,1,430.0,5,F
3020,455,1,1450.0,4,E
3021,631,1,800.0,1,B
3022,811,1,600.0,5,F
3024,575,1,400.0,5,F
3025,428,2,560.0,0,A
3026,606,1,200.0,5,F
3027,970,1,1110.0,1,B
3029,124,3,491.6666666666667,3,D
3030,313,1,850.0,4,E
3031,379,2,590.0,0,A
3033,141,1,980.0,4,E
3034,719,2,130.0,0,A
3035,364,1,700.0,4,E
3037,304,1,320.0,2,C
3038,141,3,866.3333333333334,3,D
3040,974,1,730.0,1,B
3041,627,1,790.0,1,B
3042,137,2,532.0,3,D
3047,356,1,616.0,4,E
3051,257,3,980.0,3,D
3052,108,2,415.0,0,A
3054,163,2,537.5,3,D
3057,717,1,1128.0,1,B
3059,272,1,680.0,4,E
3063,485,1,300.0,5,F
3065,567,1,520.0,5,F
3066,396,1,1340.0,4,E
3069,517,1,300.0,5,F
3070,106,1,1475.0,4,E
3074,263,3,293.3333333333333,0,A
3077,34,1,1075.0,4,E
3078,900,1,150.0,5,F
3079,653,1,870.0,1,B
3081,784,2,465.0,0,A
3083,162,1,400.0,2,C
3086,511,1,280.0,5,F
3089,438,1,260.0,2,C
3090,435,1,300.0,2,C
3091,329,1,850.0,4,E
3092,749,1,638.0,1,B
3095,279,2,400.0,0,A
3097,256,1,560.0,2,C
3099,98,2,785.0,3,D
3100,576,1,880.0,1,B
3102,224,2,790.0,3,D
3103,319,2,510.0,0,A
3105,343,1,1140.0,4,E
3106,1019,1,190.0,5,F
3109,922,1,860.0,1,B
3110,982,1,430.0,5,F
3111,121,1,720.0,4,E
3115,509,1,520.0,5,F
3117,520,1,850.0,4,E
3119,280,2,680.0,3,D
3120,173,1,430.0,2,C
3121,157,2,875.0,3,D
3122,337,1,310.0,2,C
3125,817,1,760.0,1,B
3130,337,2,565.0,0,A
3132,130,1,450.0,2,C
3133,295,3,643.3333333333334,3,D
3136,162,1,949.0,4,E
3137,228,1,730.0,4,E
3138,503,3,764.0,3,D
3139,199,3,753.3333333333334,3,D
3146,173,3,693.3333333333334,3,D
3147,665,3,576.6666666666666,0,A
3148,476,1,880.0,4,E
3149,618,1,200.0,5,F
3153,371,3,620.0,3,D
3154,111,2,206.0,0,A
3155,342,2,225.0,0,A
3156,333,1,1050.0,4,E
3157,575,2,410.0,0,A
3160,138,1,300.0,2,C
3161,756,1,90.0,5,F
3163,128,3,270.0,0,A
3165,494,1,440.0,5,F
3168,542,2,355.0,0,A
3169,192,1,80.0,2,C
3171,977,1,305.0,5,F
3172,368,2,457.5,0,A
3173,95,2,990.0,3,D
3174,110,1,1600.0,4,E
3175,325,1,850.0,4,E
3177,212,2,845.0,3,D
3178,1058,1,180.0,5,F
3179,317,1,820.0,4,E
3180,91,4,622.5,3,D
3181,366,1,670.0,4,E
3182,396,1,210.0,2,C
3184,932,1,1164.0,1,B
3185,111,1,300.0,2,C
3187,460,2,390.0,0,A
3188,202,2,675.0,3,D
3189,249,2,555.0,3,D
3190,291,1,300.0,2,C
3192,337,1,575.0,4,E
3193,983,1,800.0,1,B
3194,164,2,415.0,0,A
3195,682,2,463.0,0,A
3197,766,1,1170.0,1,B
3198,599,1,300.0,5,F
3199,18,1,815.0,4,E
3200,539,2,351.0,0,A
3201,141,3,490.0,3,D
3204,408,1,50.0,2,C
3205,575,1,984.0,1,B
3206,314,2,1375.0,3,D
3207,321,1,520.0,2,C
3209,902,1,200.0,5,F
3211,1023,1,650.0,1,B
3212,251,1,400.0,2,C
3213,104,1,50.0,2,C
3215,806,1,300.0,5,F
3216,108,3,320.6666666666667,0,A
3217,747,1,750.0,1,B
3219,283,2,680.0,3,D
3220,424,2,305.0,0,A
3222,278,2,832.0,3,D
3225,200,1,800.0,4,E
3228,191,2,607.0,3,D
3229,745,2,415.0,0,A
3232,754,1,655.0,1,B
3235,298,2,500.0,0,A
3236,739,1,680.0,1,B
3238,635,1,540.0,5,F
3240,336,1,910.0,4,E
3242,438,2,541.0,0,A
3245,215,2,335.0,0,A
3246,1038,1,360.0,5,F
3248,116,1,950.0,4,E
3250,504,1,300.0,5,F
3252,1014,1,304.0,5,F
3253,730,1,410.0,5,F
3254,124,2,620.0,3,D
3256,420,1,424.0,2,C
3257,137,4,607.5,3,D
3259,694,2,595.0,0,A
3260,342,2,647.0,3,D
3263,752,1,1195.0,1,B
3268,193,2,530.0,3,D
3270,971,1,455.0,5,F
3274,925,1,800.0,1,B
3276,455,2,646.5,0,A
3278,222,1,130.0,2,C
3280,575,1,1210.0,1,B
3284,894,1,530.0,5,F
