element_type,osmid,nodes,landuse,geometry,store,amenity,compressed_air,name,source,access,fee,parking,covered,alt_name,historic,old_name,operator,studio,wikipedia,addr:city,addr:housenumber,addr:state,addr:street,website,official_name,brand,brand:wikidata,shop,tourism,addr:postcode,phone,description
way,1052117866,"[9668795083, 9668795084, 9668795085, 9668795086, 9668795087, 9668795088, 9668795089, 9668795090, 9668795091, 9668795092, 9668795093, 9668795094, 9668795095, 9668795096, 9668795097, 9668795098, 9668795099, 9668795100, 9668795101, 9668795102, 9668795103, 9668795104, 9668795105, 9668795106, 9668795107, 9668795108, 9668795109, 9668795083]",commercial,"POLYGON ((-118.3739154 34.0320571, -118.3744906 34.0320611, -118.3746277 34.0319962, -118.3748325 34.0321504, -118.3751272 34.0320169, -118.3750927 34.0317014, -118.3749871 34.0311264, -118.3750255 34.0304401, -118.3752247 34.0296701, -118.3750423 34.0296065, -118.3742501 34.0302729, -118.3739956 34.0304421, -118.3737171 34.0305017, -118.3735203 34.0304958, -118.3734195 34.0304799, -118.3724616 34.0302033, -118.3724952 34.0301178, -118.3722455 34.0300521, -118.3722119 34.0301775, -118.3723368 34.0306032, -118.3723799 34.0307005, -118.3725058 34.030922, -118.3726899 34.0311461, -118.3728298 34.0312995, -118.3730026 34.0314582, -118.3732233 34.0316232, -118.373398 34.0317446, -118.3739154 34.0320571))","Target, 3535 S La Cienega Blvd, Los Angeles",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1052117867,"[9668795110, 9668795111, 9668795112, 9668795113, 9668795114, 9668795115, 9668795116, 9668810917, 9668810918, 9668810919, 9668810920, 9668810921, 9668810922, 9668810923, 9668810924, 9668810925, 9668810926, 9668810927, 9668810928, 9668810929, 9668810930, 9668795110]",commercial,"POLYGON ((-118.3718806 34.0305041, -118.3718447 34.030532, -118.3717706 34.0306288, -118.3710224 34.0322827, -118.3710299 34.0323039, -118.3710473 34.0323174, -118.3720097 34.0323167, -118.3724315 34.0324036, -118.372678 34.0325167, -118.3731221 34.0327775, -118.3732808 34.0327892, -118.3739662 34.0325008, -118.3739651 34.0324384, -118.373061 34.0318811, -118.3728776 34.0317516, -118.372706 34.0316083, -118.372271 34.0311339, -118.3721734 34.030978, -118.3720053 34.0306652, -118.3719453 34.0305211, -118.3719124 34.0304996, -118.3718806 34.0305041))","Target, 3535 S La Cienega Blvd, Los Angeles",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1052117868,"[9668810931, 9668810932, 9668810933, 9668810934, 9668810935, 9668810936, 9668810937, 9668810938, 9668810939, 9668810940, 9668810941, 9668810942, 9668810943, 9668810931]",commercial,"POLYGON ((-118.3762506 34.0270172, -118.3754623 34.0290368, -118.3746549 34.029655, -118.3742523 34.0299939, -118.3739408 34.0302468, -118.3737861 34.0303293, -118.373481 34.0303346, -118.3721354 34.0299816, -118.3721099 34.0298542, -118.3721014 34.0297963, -118.372151 34.0288324, -118.3742959 34.0288856, -118.3744427 34.0268549, -118.3762506 34.0270172))","Target, 3535 S La Cienega Blvd, Los Angeles",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1080265532,"[9901788656, 9953223844, 9953223843, 9901788657, 9901788658, 9057442819, 9057442818, 9057442817, 9057414416, 9057414415, 9057414414, 9057414413, 9057414412, 9057414411, 9057414410, 9057414409, 9057414408, 9057442821, 9057442820, 9057442822, 9057442823, 9057414407, 9057414406, 9953223856, 9953223857, 9953223854, 9953223853, 9901788669, 9901788670, 9953223852, 9901788671, 9953223851, 9901788672, 9953223848, 9953223847, 9528799146, 9901788656]",commercial,"POLYGON ((-118.3595771 34.032947, -118.3596887 34.032631, -118.3596547 34.0323234, -118.359724 34.032085, -118.3629004 34.0320863, -118.3629973 34.0318669, -118.3639817 34.0321392, -118.3640635 34.0319292, -118.3645892 34.032067, -118.3647555 34.0319825, -118.3648387 34.0317847, -118.3651123 34.0318625, -118.3651042 34.0318914, -118.3661623 34.0320036, -118.3663179 34.0320281, -118.3665794 34.0320548, -118.3665969 34.0320036, -118.3667199 34.0320055, -118.3666176 34.0323374, -118.3669059 34.0323351, -118.3670252 34.0320203, -118.3676094 34.0320186, -118.3676013 34.0319914, -118.3680695 34.031991, -118.3682254 34.0320204, -118.36871 34.0320198, -118.3687134 34.0320476, -118.3705293 34.0320553, -118.3704248 34.0323182, -118.3701962 34.0323245, -118.3699769 34.0328403, -118.3684884 34.0328461, -118.368239 34.0329243, -118.3664055 34.0329284, -118.3661819 34.0328695, -118.3626469 34.0329155, -118.3595771 34.032947))","Target, 3535 S La Cienega Blvd, Los Angeles",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1095681808,"[10034471666, 10034471667, 10034471668, 10034471669, 10034471670, 10034471666]",commercial,"POLYGON ((-118.3844144 34.0318055, -118.3845671 34.0319927, -118.3828975 34.0329467, -118.3826221 34.03287, -118.3826135 34.0328308, -118.3844144 34.0318055))","Target, 3535 S La Cienega Blvd, Los Angeles",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1095681809,"[10034471671, 10034471672, 10034471673, 10034471674, 8417184112, 8417184113, 8417184114, 10034471671]",commercial,"POLYGON ((-118.3821572 34.0323453, -118.3822262 34.0325019, -118.3822996 34.0324943, -118.3829555 34.0321256, -118.3829018 34.0320424, -118.3825115 34.0321391, -118.3825525 34.0322494, -118.3821572 34.0323453))","Target, 3535 S La Cienega Blvd, Los Angeles",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34007147,"[389604792, 8308680777, 8308680778, 8308680783, 389604796, 389604799, 6169560462, 9890733210, 9890733209, 6169560463, 8308680788, 7804426716, 9888800935, 7804426711, 8308680789, 8308680790, 8308603566, 8308603565, 8308680795, 8308680796, 8308680797, 9890733150, 9890733149, 9890733147, 9890733148, 8308680798, 8308680799, 8308680800, 8308680723, 8308680724, 8308680725, 8308677193, 8308677194, 9890733095, 9890733096, 8308677195, 8308677196, 389604806, 9888800845, 9888800844, 9888800846, 9890733099, 9890733097, 9890733098, 8308681573, 8308677199, 389604808, 9883876440, 9883876439, 9883876441, 9883876442, 6169560464, 9883876443, 9883876444, 8308677203, 8308677205, 389604810, 9883876445, 9883876446, 9883876448, 9883876447, 9883876449, 389604811, 9883876349, 8308677206, 7002648519, 8308677207, 9883876438, 9890733053, 9890733056, 9883876487, 9883876488, 8308677208, 389604815, 8308680730, 9884410902, 9884410905, 9884410903, 9884410904, 7002648505, 389604817, 389604819, 1429334951, 1429334931, 1429334925, 6169560458, 6169560459, 9884186848, 5360634250, 1895792585, 5360634248, 8308603734, 1895792581, 389604792]",commercial,"POLYGON ((-118.3339451 33.9456442, -118.3400032 33.9456432, -118.3417272 33.9456414, -118.3420501 33.94564, -118.3437174 33.9456403, -118.343772 33.9456899, -118.3437761 33.9471608, -118.3437721 33.9471816, -118.3437437 33.9472586, -118.3437392 33.9472819, -118.3437312 33.9477484, -118.3436826 33.9477928, -118.3436855 33.9478867, -118.3436894 33.9479805, -118.3437372 33.948031, -118.3437361 33.9489281, -118.3437761 33.9492747, -118.3437785 33.9513444, -118.3437426 33.9528607, -118.3437974 33.9529011, -118.3438008 33.9533105, -118.3438006 33.9533232, -118.3437987 33.9533359, -118.3437627 33.9534452, -118.3437607 33.9534561, -118.343761 33.953467, -118.3437652 33.9540176, -118.3437153 33.9540581, -118.3437557 33.9543332, -118.3438022 33.9543687, -118.3437989 33.955252, -118.343797 33.9554333, -118.3438044 33.9558777, -118.3438008 33.9559136, -118.3437728 33.9559966, -118.3437679 33.9560216, -118.3437653 33.9563808, -118.3437647 33.9566028, -118.3437562 33.9566182, -118.3437464 33.9566323, -118.3437326 33.9566432, -118.3437204 33.9566496, -118.343706 33.9566542, -118.3436891 33.9566571, -118.3436731 33.9566589, -118.343324 33.9566604, -118.3431953 33.9566606, -118.3429958 33.9566593, -118.3428141 33.9566525, -118.3426275 33.9566429, -118.3424434 33.9566254, -118.3422618 33.9566079, -118.3420811 33.9565818, -118.341911 33.9565556, -118.341741 33.956524, -118.3416318 33.9565028, -118.3413423 33.9564504, -118.3410371 33.956406, -118.3410031 33.9564106, -118.3408011 33.9563873, -118.3406002 33.9563684, -118.3403478 33.9563554, -118.3400953 33.9563486, -118.3400601 33.9563161, -118.3400213 33.9563159, -118.3399055 33.9563076, -118.3398838 33.9563077, -118.3398552 33.9563392, -118.3398422 33.9563391, -118.3398129 33.956339, -118.3389386 33.9563402, -118.3388419 33.9563405, -118.3378168 33.9563323, -118.3377128 33.9563197, -118.3374627 33.9563065, -118.3364821 33.956187, -118.3362387 33.9561564, -118.335994 33.9561303, -118.3357528 33.9561096, -118.3355115 33.9560995, -118.335234 33.9560831, -118.335252 33.9527171, -118.3308785 33.9527336, -118.3298031 33.952468, -118.3293033 33.9522386, -118.3292591 33.9522183, -118.3292503 33.9487968, -118.3293884 33.948798, -118.3293886 33.9488197, -118.3308773 33.9488196, -118.3318558 33.94898, -118.3339955 33.9489758, -118.334819 33.9489753, -118.3339451 33.9456442))","Target, 3471 W Century Blvd, Inglewood",,,Hollywood Park,,private,,,,,,,,,,,,,,,Los Angeles Stadium and Entertainment District at Hollywood Park,,,,,,,
way,1223106656,"[4338830955, 9831406142, 11345547088, 4338830956, 4338830955]",commercial,"POLYGON ((-118.3406894 33.9453332, -118.341532 33.9453291, -118.341532 33.9445428, -118.3407089 33.9445442, -118.3406894 33.9453332))","Target, 3471 W Century Blvd, Inglewood",,,Extra Space Storage,,,,,,,,,,,,,,,,,,Extra Space Storage,Q5422162,storage_rental,,,,
way,1223106657,"[9831406142, 4338830946, 4338830951, 11345547088, 9831406142]",commercial,"POLYGON ((-118.341532 33.9453291, -118.3425335 33.9453164, -118.342534 33.9445383, -118.341532 33.9445428, -118.341532 33.9453291))","Target, 3471 W Century Blvd, Inglewood",,,Lüm Hotel,,,,,,,,,Sonder,,,,,,,https://www.sonder.com/destinations/los_angeles/los-w-cent3900-a300/c32811?sleeps=1,,Sonder,Q96419376,,hotel,,,
way,1081123612,"[9909288366, 9909288367, 9909288368, 9909288369, 9909288370, 9909288371, 9909288372, 9909288373, 9909288366]",commercial,"POLYGON ((-118.0260222 34.1422058, -118.0260456 34.1418253, -118.0264023 34.1418177, -118.026464 34.1412406, -118.0250625 34.1403534, -118.0206563 34.1403562, -118.0221466 34.1416334, -118.0227652 34.1422546, -118.0260222 34.1422058))","Kohl's, 504 Huntington Dr, Monrovia",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1081123613,"[9909288374, 9909288375, 9909288376, 9909288377, 9909288374]",commercial,"POLYGON ((-118.0239044 34.1438944, -118.0208896 34.1425164, -118.0226417 34.1424578, -118.023186 34.1430319, -118.0239044 34.1438944))","Kohl's, 504 Huntington Dr, Monrovia",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1156617222,"[10756082530, 10756082533, 10756082532, 10756082531, 10756082530]",commercial,"POLYGON ((-118.018012 34.1313148, -118.0186915 34.1312001, -118.0187299 34.1308283, -118.018007 34.130838, -118.018012 34.1313148))","Kohl's, 504 Huntington Dr, Monrovia",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1159892258,"[10787051336, 10787051337, 10787051338, 10787051339, 10787051326, 10787051327, 10787051328, 10787051340, 10787051336]",commercial,"POLYGON ((-118.0198297 34.1312826, -118.0198503 34.1320446, -118.0195228 34.1320503, -118.0195228 34.1324105, -118.0184307 34.1324384, -118.0184264 34.1320466, -118.0180463 34.1320494, -118.0180411 34.1315271, -118.0198297 34.1312826))","Kohl's, 504 Huntington Dr, Monrovia",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846156257,"[7894402280, 11234704449, 7894402279, 7894402278, 7894402293, 7894402294, 7894402280]",commercial,"POLYGON ((-118.3095039 33.84862, -118.309505 33.849329, -118.3095906 33.8494057, -118.3111957 33.8493985, -118.3111939 33.8489733, -118.3111855 33.8486214, -118.3095039 33.84862))","Walmart, 19503 S Normandie Ave, Torrance",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,846156258,"[7894402296, 7894402280, 7894402294, 7894402293, 7894402292, 7894402291, 7894402290, 7894402289, 7894402288, 7894402287, 7894402286, 7894402285, 7894402284, 7894402283, 7894402282, 7894402281, 10202946368, 10202946367, 7894402296]",commercial,"POLYGON ((-118.3095173 33.8474507, -118.3095039 33.84862, -118.3111855 33.8486214, -118.3111939 33.8489733, -118.3125898 33.8489776, -118.3125949 33.8494152, -118.312969 33.8494122, -118.312964 33.8489832, -118.3133997 33.8489797, -118.3133823 33.8484898, -118.3134386 33.8482403, -118.3135459 33.8480264, -118.3136639 33.8478772, -118.314136 33.8475742, -118.3141199 33.8475141, -118.3132803 33.8474428, -118.3115586 33.8474562, -118.3114401 33.8474571, -118.3095173 33.8474507))","Walmart, 19503 S Normandie Ave, Torrance",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1074365504,"[7894402283, 9854541696, 9854541697, 9854541698, 9854541699, 9854541700, 9854541701, 9854541702, 9854541703, 11234704448, 9854541704, 9854541705, 7894402278, 7894402293, 7894402292, 7894402291, 7894402290, 7894402289, 7894402288, 7894402287, 7894402286, 7894402285, 7894402284, 7894402283]",commercial,"POLYGON ((-118.314136 33.8475742, -118.3143367 33.8475209, -118.3176524 33.8475286, -118.3176711 33.8581513, -118.3175357 33.8582483, -118.3096387 33.8581823, -118.3095593 33.8580776, -118.3096139 33.8531492, -118.309563 33.8528706, -118.3095011 33.8496874, -118.3096014 33.8496044, -118.311194 33.8496035, -118.3111957 33.8493985, -118.3111939 33.8489733, -118.3125898 33.8489776, -118.3125949 33.8494152, -118.312969 33.8494122, -118.312964 33.8489832, -118.3133997 33.8489797, -118.3133823 33.8484898, -118.3134386 33.8482403, -118.3135459 33.8480264, -118.3136639 33.8478772, -118.314136 33.8475742))","Walmart, 19503 S Normandie Ave, Torrance",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1074365508,"[9854591942, 9854591943, 9854591944, 9854591945, 9854591946, 9854591947, 9854591948, 9854591949, 11234704447, 11234704446, 11234704445, 11234704444, 9854591950, 9854591951, 883671381, 883671860, 883671241, 7894402271, 7894402262, 7894402263, 9854591952, 9854591953, 9854591954, 11234704118, 9854591955, 11234704124, 11234704120, 11234704123, 11234704122, 11234704121, 4392341409, 4392341413, 4392341418, 11234704125, 4392341441, 4392341454, 11234704126, 11234704127, 9854591957, 9854591958, 9854591959, 11234704128, 9854591960, 9854591961, 4392342098, 11234704130, 11234704131, 1203999079, 11234704133, 1203999097, 9854591962, 4109209784, 4109209837, 4109209864, 11234704135, 4109209893, 4109209896, 9854591963, 4109209902, 4109209901, 4109209892, 4109209883, 11234704136, 11234704442, 11234704441, 11234704440, 11234704439, 11234704437, 5867191118, 2417878496, 4109209915, 4109209916, 4109209917, 9854591966, 9854591942]",commercial,"POLYGON ((-118.3090179 33.8582123, -118.3091305 33.8581611, -118.309211 33.8575307, -118.3092217 33.8571766, -118.3092539 33.8570206, -118.3091949 33.8531716, -118.3092271 33.853058, -118.3091761 33.8510221, -118.3091666 33.8497135, -118.3090811 33.8496268, -118.3090594 33.8493087, -118.3091633 33.8491132, -118.3091512 33.8472567, -118.3039071 33.8472439, -118.3039059 33.8473597, -118.3039032 33.848111, -118.3029981 33.8481087, -118.3029999 33.8483449, -118.3029914 33.8493764, -118.2994884 33.8493674, -118.2994928 33.8473121, -118.290261 33.8473102, -118.2902386 33.8464563, -118.290207 33.8464249, -118.2901657 33.8464048, -118.287318 33.846402, -118.2863832 33.8463817, -118.2862205 33.8464187, -118.2858947 33.846425, -118.2858561 33.8464039, -118.2855889 33.8464067, -118.2855201 33.8468658, -118.2853291 33.848022, -118.2853243 33.8481463, -118.2853301 33.8487918, -118.2853296 33.8489079, -118.2853321 33.850216, -118.28535 33.8502799, -118.285266 33.8544234, -118.2853061 33.8553577, -118.28543 33.8557713, -118.2856797 33.8562031, -118.2861523 33.8566984, -118.2883061 33.8581311, -118.2899087 33.8588033, -118.2900121 33.858946, -118.2903439 33.8587982, -118.2907166 33.8589388, -118.2912122 33.8587204, -118.29146 33.8586667, -118.2916743 33.8586135, -118.2918524 33.8590312, -118.2919228 33.8591274, -118.2920563 33.859221, -118.2922153 33.8592908, -118.2928601 33.859365, -118.2930459 33.8593903, -118.2935817 33.8594693, -118.2959914 33.8594565, -118.2960802 33.8594551, -118.2970567 33.8593633, -118.2978726 33.8593073, -118.2978825 33.85818, -118.2990637 33.8581851, -118.2991154 33.8581488, -118.2993957 33.8581557, -118.2994413 33.8581835, -118.3000745 33.8581829, -118.3000491 33.8594382, -118.3036942 33.8595156, -118.3037571 33.8595071, -118.3042678 33.859508, -118.3048183 33.8595045, -118.304839 33.8582063, -118.3090179 33.8582123))","Walmart, 19503 S Normandie Ave, Torrance",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,35108800,"[411840746, 11137446862, 411840745, 411840743, 11137446858, 411882629, 11137446859, 11137446868, 411884777, 411882634, 297968038, 297606725, 411882636, 11137446863, 411840749, 411840746]",commercial,"POLYGON ((-118.1416069 33.861434, -118.1415528 33.8612914, -118.141555 33.8608694, -118.1411537 33.8608673, -118.1411386 33.860125, -118.1411312 33.8593295, -118.14118 33.8592878, -118.1427251 33.8592875, -118.1428098 33.8592054, -118.1439976 33.8592038, -118.1440105 33.8599998, -118.1439482 33.8601072, -118.1439605 33.8614074, -118.1439039 33.8614586, -118.1424942 33.8614347, -118.1416069 33.861434))","Walmart Supercenter, 3705 E South St, Long Beach",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,419728523,"[4197341130, 4197341131, 4197341132, 4462677242, 4462677243, 6961426354, 4462677241, 6961426353, 8076338919, 8076338920, 8076338921, 8076338922, 4197341133, 8076338923, 7888580874, 7888580882, 7888580875, 7888580881, 7888580880, 7888580897, 7888580896, 7888580879, 7888580878, 7888580877, 4197341134, 4197341135, 4197341136, 4197341137, 8076465617, 8076465618, 8076465619, 8076465616, 8076465620, 8076465621, 8076465622, 8076465626, 8076465614, 8076465613, 8076465612, 4197341139, 3171919676, 4197341140, 4197341142, 4197341143, 4197341144, 4197341145, 1236774620, 4197341147, 4197341148, 8076465583, 8076465584, 8076465530, 4197341149, 8076465531, 8076465533, 8076465532, 4197341130]",commercial,"POLYGON ((-118.1428186 33.8317723, -118.1432643 33.8317776, -118.1432751 33.8320717, -118.1438018 33.8320818, -118.1438022 33.8321515, -118.1441991 33.8321511, -118.145412 33.8321499, -118.1459531 33.832148, -118.1460753 33.8320891, -118.1463837 33.8320828, -118.1463832 33.8321697, -118.1464079 33.8321802, -118.1497673 33.8321934, -118.1497911 33.8321783, -118.1501316 33.8313133, -118.1501679 33.8311561, -118.1501589 33.8309653, -118.1501202 33.8308445, -118.1500031 33.8306654, -118.1495259 33.8301875, -118.1494838 33.8301714, -118.1493131 33.8299835, -118.149806 33.8295763, -118.1508513 33.8300916, -118.151076 33.8294914, -118.1519386 33.8289524, -118.1540361 33.8289257, -118.1540422 33.8275051, -118.1556879 33.8274994, -118.1557089 33.8274815, -118.1556971 33.8268369, -118.1560382 33.826832, -118.1561257 33.8269859, -118.1562638 33.8271407, -118.156396 33.8272517, -118.1565189 33.8273242, -118.156636 33.8273762, -118.1568118 33.8274257, -118.1569907 33.8274499, -118.15934 33.8274845, -118.1598034 33.8275059, -118.1608251 33.8275486, -118.1579237 33.8251646, -118.1550071 33.8251506, -118.1548387 33.8250056, -118.1548397 33.823545, -118.1501674 33.8235308, -118.1424271 33.8235086, -118.1424822 33.8236707, -118.1427095 33.8243303, -118.1426679 33.8243988, -118.1427578 33.8248633, -118.1428092 33.824911, -118.1428463 33.8251875, -118.1428007 33.8252113, -118.1427817 33.8252554, -118.1428186 33.8317723))","Walmart Supercenter, 2770 E Carson St, Lakewood",,,Douglas Park,,,,,,,,,,,,,,,,,,,,,,,,
way,34007147,"[389604792, 8308680777, 8308680778, 8308680783, 389604796, 389604799, 6169560462, 9890733210, 9890733209, 6169560463, 8308680788, 7804426716, 9888800935, 7804426711, 8308680789, 8308680790, 8308603566, 8308603565, 8308680795, 8308680796, 8308680797, 9890733150, 9890733149, 9890733147, 9890733148, 8308680798, 8308680799, 8308680800, 8308680723, 8308680724, 8308680725, 8308677193, 8308677194, 9890733095, 9890733096, 8308677195, 8308677196, 389604806, 9888800845, 9888800844, 9888800846, 9890733099, 9890733097, 9890733098, 8308681573, 8308677199, 389604808, 9883876440, 9883876439, 9883876441, 9883876442, 6169560464, 9883876443, 9883876444, 8308677203, 8308677205, 389604810, 9883876445, 9883876446, 9883876448, 9883876447, 9883876449, 389604811, 9883876349, 8308677206, 7002648519, 8308677207, 9883876438, 9890733053, 9890733056, 9883876487, 9883876488, 8308677208, 389604815, 8308680730, 9884410902, 9884410905, 9884410903, 9884410904, 7002648505, 389604817, 389604819, 1429334951, 1429334931, 1429334925, 6169560458, 6169560459, 9884186848, 5360634250, 1895792585, 5360634248, 8308603734, 1895792581, 389604792]",commercial,"POLYGON ((-118.3339451 33.9456442, -118.3400032 33.9456432, -118.3417272 33.9456414, -118.3420501 33.94564, -118.3437174 33.9456403, -118.343772 33.9456899, -118.3437761 33.9471608, -118.3437721 33.9471816, -118.3437437 33.9472586, -118.3437392 33.9472819, -118.3437312 33.9477484, -118.3436826 33.9477928, -118.3436855 33.9478867, -118.3436894 33.9479805, -118.3437372 33.948031, -118.3437361 33.9489281, -118.3437761 33.9492747, -118.3437785 33.9513444, -118.3437426 33.9528607, -118.3437974 33.9529011, -118.3438008 33.9533105, -118.3438006 33.9533232, -118.3437987 33.9533359, -118.3437627 33.9534452, -118.3437607 33.9534561, -118.343761 33.953467, -118.3437652 33.9540176, -118.3437153 33.9540581, -118.3437557 33.9543332, -118.3438022 33.9543687, -118.3437989 33.955252, -118.343797 33.9554333, -118.3438044 33.9558777, -118.3438008 33.9559136, -118.3437728 33.9559966, -118.3437679 33.9560216, -118.3437653 33.9563808, -118.3437647 33.9566028, -118.3437562 33.9566182, -118.3437464 33.9566323, -118.3437326 33.9566432, -118.3437204 33.9566496, -118.343706 33.9566542, -118.3436891 33.9566571, -118.3436731 33.9566589, -118.343324 33.9566604, -118.3431953 33.9566606, -118.3429958 33.9566593, -118.3428141 33.9566525, -118.3426275 33.9566429, -118.3424434 33.9566254, -118.3422618 33.9566079, -118.3420811 33.9565818, -118.341911 33.9565556, -118.341741 33.956524, -118.3416318 33.9565028, -118.3413423 33.9564504, -118.3410371 33.956406, -118.3410031 33.9564106, -118.3408011 33.9563873, -118.3406002 33.9563684, -118.3403478 33.9563554, -118.3400953 33.9563486, -118.3400601 33.9563161, -118.3400213 33.9563159, -118.3399055 33.9563076, -118.3398838 33.9563077, -118.3398552 33.9563392, -118.3398422 33.9563391, -118.3398129 33.956339, -118.3389386 33.9563402, -118.3388419 33.9563405, -118.3378168 33.9563323, -118.3377128 33.9563197, -118.3374627 33.9563065, -118.3364821 33.956187, -118.3362387 33.9561564, -118.335994 33.9561303, -118.3357528 33.9561096, -118.3355115 33.9560995, -118.335234 33.9560831, -118.335252 33.9527171, -118.3308785 33.9527336, -118.3298031 33.952468, -118.3293033 33.9522386, -118.3292591 33.9522183, -118.3292503 33.9487968, -118.3293884 33.948798, -118.3293886 33.9488197, -118.3308773 33.9488196, -118.3318558 33.94898, -118.3339955 33.9489758, -118.334819 33.9489753, -118.3339451 33.9456442))","Marshalls, 3420 W Century Blvd, Inglewood",,,Hollywood Park,,private,,,,,,,,,,,,,,,Los Angeles Stadium and Entertainment District at Hollywood Park,,,,,,,
way,1223106656,"[4338830955, 9831406142, 11345547088, 4338830956, 4338830955]",commercial,"POLYGON ((-118.3406894 33.9453332, -118.341532 33.9453291, -118.341532 33.9445428, -118.3407089 33.9445442, -118.3406894 33.9453332))","Marshalls, 3420 W Century Blvd, Inglewood",,,Extra Space Storage,,,,,,,,,,,,,,,,,,Extra Space Storage,Q5422162,storage_rental,,,,
way,1223106657,"[9831406142, 4338830946, 4338830951, 11345547088, 9831406142]",commercial,"POLYGON ((-118.341532 33.9453291, -118.3425335 33.9453164, -118.342534 33.9445383, -118.341532 33.9445428, -118.341532 33.9453291))","Marshalls, 3420 W Century Blvd, Inglewood",,,Lüm Hotel,,,,,,,,,Sonder,,,,,,,https://www.sonder.com/destinations/los_angeles/los-w-cent3900-a300/c32811?sleeps=1,,Sonder,Q96419376,,hotel,,,
way,1080482204,"[9903627450, 9903627451, 9903627452, 9903627453, 9903627454, 9903627455, 9903627456, 9903627457, 9903627450]",commercial,"POLYGON ((-118.2099389 33.91577, -118.2086764 33.9158497, -118.2085965 33.9148673, -118.2093964 33.9148207, -118.2093006 33.9137595, -118.2097658 33.9137532, -118.2100956 33.9138506, -118.2098366 33.9143945, -118.2099389 33.91577))","Walmart, 2100 N Long Beach Blvd, Compton",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,351290394,"[3570690199, 3570690195, 11011092698, 11011092686, 3570690206, 3570690217, 3570690221, 3570690199]",commercial,"POLYGON ((-118.191101 33.9525722, -118.1911513 33.9522409, -118.1930147 33.9524501, -118.1932603 33.9524776, -118.1964686 33.9528376, -118.1964318 33.9530734, -118.1963771 33.9531039, -118.191101 33.9525722))","Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,Bing,,,,,,,,,,,,,,,,,,,,,,,
way,1185379144,"[11011092666, 11011092667, 11011092668, 11011092670, 11011092669, 11011092666]",commercial,"POLYGON ((-118.1966137 33.9496971, -118.1962021 33.9496505, -118.19616 33.9499065, -118.196539 33.9499494, -118.1965784 33.9499114, -118.1966137 33.9496971))","Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1185379146,"[11011092674, 11011092675, 11011092676, 11011092677, 11011092678, 11011092679, 11011092680, 11011092681, 11011092682, 11011092683, 11011092684, 11011092685, 11011092674]",commercial,"POLYGON ((-118.1888954 33.9523792, -118.1889455 33.9520444, -118.1839513 33.9515552, -118.1839965 33.9512305, -118.183436 33.9511795, -118.1826366 33.949018, -118.1822832 33.9489814, -118.1822563 33.9489954, -118.1822445 33.9490094, -118.1822411 33.9490275, -118.1832398 33.9517365, -118.1833375 33.9518109, -118.1888954 33.9523792))","Walmart Supercenter, 4651 Firestone Blvd, South Gate",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664428,"[8150433766, 8150433767, 8150433768, 8150442128, 8150442129, 8150433769, 8150433770, 8150433771, 8150433772, 8150433773, 8150442165, 8150433774, 8150433775, 8150433776, 8150433766]",commercial,"POLYGON ((-118.1184584 33.9479762, -118.1193987 33.9484405, -118.1197072 33.9480689, -118.1189056 33.9477021, -118.1187336 33.9476799, -118.1183385 33.9474764, -118.1188172 33.9468217, -118.1188553 33.9466353, -118.1185719 33.9465, -118.120176 33.9435479, -118.1196205 33.9433495, -118.1195678 33.943363, -118.1174317 33.9474102, -118.1174569 33.9474721, -118.1184584 33.9479762))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,875664446,"[8150442158, 8150442182, 8150442183, 8150442184, 8150442185, 8150442160, 8150442159, 8150442158]",commercial,"POLYGON ((-118.1223382 33.9394725, -118.1222748 33.9393943, -118.1221892 33.9393119, -118.1220667 33.939247, -118.1219801 33.9392733, -118.1216785 33.9396998, -118.1220214 33.939865, -118.1223382 33.9394725))","Kohl's, 300 Stonewood St, Downey",,,,,,,,,,,,,,,,,,,,,,,,,,,
